source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,obs_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method,env_package
EMOBON_RFormosa_Wa_211022_3um_1,EMO BON RFormosa Wa 211022 3um_1,EMOBON metagenome water sample from station RFormosa collected on 2021-10-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-10-22,RFormosa_Wa_211022,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,1,5.0,fi,3-200,3.0,200.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-10-22,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00214,RFormosa,8.8688,Fluorometer 10-AU,19.3,Thermo scientific  orion star A221,19.3,Thermo scientific  orion star A221,36.95,YSI ProSolo Digital,36.95,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,219.0,YSI ProSolo Digital,,,,,,,,,8.024,Thermo scientific  orion star A221,,,,,,,,,,,,,1.00528004,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211022_3um_2,EMO BON RFormosa Wa 211022 3um_2,EMOBON metagenome water sample from station RFormosa collected on 2021-10-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-10-22,RFormosa_Wa_211022,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,2,5.0,fi,3-200,3.0,200.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-10-22,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00215,RFormosa,8.8688,Fluorometer 10-AU,19.3,Thermo scientific  orion star A221,19.3,Thermo scientific  orion star A221,36.95,YSI ProSolo Digital,36.95,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,219.0,YSI ProSolo Digital,,,,,,,,,8.024,Thermo scientific  orion star A221,,,,,,,,,,,,,1.00528004,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211022_0.2um_1,EMO BON RFormosa Wa 211022 0.22um_1,EMOBON metagenome water sample from station RFormosa collected on 2021-10-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-10-22,RFormosa_Wa_211022,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,1,5.0,fi,0.2-3,0.2,3.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-10-22,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00216,RFormosa,8.8688,Fluorometer 10-AU,19.3,Thermo scientific  orion star A221,19.3,Thermo scientific  orion star A221,36.95,YSI ProSolo Digital,36.95,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,219.0,YSI ProSolo Digital,,,,,,,,,8.024,Thermo scientific  orion star A221,,,,,,,,,,,,,1.00528004,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211022_0.2um_2,EMO BON RFormosa Wa 211022 0.22um_2,EMOBON metagenome water sample from station RFormosa collected on 2021-10-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-10-22,RFormosa_Wa_211022,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,2,5.0,fi,0.2-3,0.2,3.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-10-22,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00217,RFormosa,8.8688,Fluorometer 10-AU,19.3,Thermo scientific  orion star A221,19.3,Thermo scientific  orion star A221,36.95,YSI ProSolo Digital,36.95,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,219.0,YSI ProSolo Digital,,,,,,,,,8.024,Thermo scientific  orion star A221,,,,,,,,,,,,,1.00528004,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211220_3um_1,EMO BON RFormosa Wa 211220 3um_1,EMOBON metagenome water sample from station RFormosa collected on 2021-12-20 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-12-20,RFormosa_Wa_211220,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,1,5.0,fi,3-200,3.0,200.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00218,RFormosa,3.98132,Fluorometer 10-AU,15.0,Thermo scientific  orion star A221,15.0,Thermo scientific  orion star A221,36.3,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,256.0,YSI ProSolo Digital,,,,,,,,,8.258,Thermo scientific  orion star A221,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211220_3um_2,EMO BON RFormosa Wa 211220 3um_2,EMOBON metagenome water sample from station RFormosa collected on 2021-12-20 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-12-20,RFormosa_Wa_211220,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,2,5.0,fi,3-200,3.0,200.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00219,RFormosa,3.98132,Fluorometer 10-AU,15.0,Thermo scientific  orion star A221,15.0,Thermo scientific  orion star A221,36.3,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,256.0,YSI ProSolo Digital,,,,,,,,,8.258,Thermo scientific  orion star A221,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211220_0.2um_1,EMO BON RFormosa Wa 211220 0.22um_1,EMOBON metagenome water sample from station RFormosa collected on 2021-12-20 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-12-20,RFormosa_Wa_211220,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,1,5.0,fi,0.2-3,0.2,3.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00220,RFormosa,3.98132,Fluorometer 10-AU,15.0,Thermo scientific  orion star A221,15.0,Thermo scientific  orion star A221,36.3,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,256.0,YSI ProSolo Digital,,,,,,,,,8.258,Thermo scientific  orion star A221,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_RFormosa_Wa_211220_0.2um_2,EMO BON RFormosa Wa 211220 0.22um_2,EMOBON metagenome water sample from station RFormosa collected on 2021-12-20 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,lagoon [ENVO_00000038];marine water body [ENVO:00001999]; surface water [ENVO:00002042],2021-12-20,RFormosa_Wa_211220,Bruno Louro,0000-0001-8164-581X,low_tide,0.2,2,5.0,fi,0.2-3,0.2,3.0,1.0,bucket,WaSOP 1,peristaltic pump,2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,0000-0001-8164-581X,,,False,2022-01-24,2022-02-02,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00221,RFormosa,3.98132,Fluorometer 10-AU,15.0,Thermo scientific  orion star A221,15.0,Thermo scientific  orion star A221,36.3,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,256.0,YSI ProSolo Digital,,,,,,,,,8.258,Thermo scientific  orion star A221,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,,,,,,,,,,,,,water_column
EMOBON_BPNS_So_210726_micro_1,EMOBON-210726-330-SoSOP3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,1,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,False,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00084,BPNS,,,,no CTD taken,,,,no CTD taken,,,,,,,,,,,,,,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,no pH measured,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_210726_micro_2,EMOBON-210726-330-SoSOP3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,2,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,False,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00085,BPNS,,,,no CTD taken,,,,no CTD taken,,,,,,,,,,,,,,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,no pH measured,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_210825_micro_2,EMOBON-210825-330-SoSOP3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-08-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-08-25,BPNS_So_210825,Sander Delacauw,0000-0002-5400-2891,ebb_tide,20.54,2,,,,,,,Van Veen Grab,SoSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,False,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,True,low yields; seq library prep failed,,EMOBON00086,BPNS,,,18.919,CTD,,,33.348,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,CTD,,,,,,,,,,no pH measured,,,,,,,,,,,,,1.01100419442,CTD,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_210825_micro_3,EMOBON-210825-330-SoSOP3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2021-08-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-08-25,BPNS_So_210825,Sander Delacauw,0000-0002-5400-2891,ebb_tide,20.54,3,,,,,,,Van Veen Grab,SoSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,True,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00087,BPNS,,,18.919,CTD,,,33.348,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,CTD,,,,,,,,,,no pH measured,,,,,,,,,,,,,1.01100419442,CTD,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_211028_micro_1,EMOBON-211028-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-10-28 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-10-28,BPNS_So_211028,Sander Delacauw,0000-0002-5400-2891,ebb_tide,18.66,1,,,,,,,Van Veen Grab,SoSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,False,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00140,BPNS,,,14.097,CTD,,,33.855,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,7.0,Hanna Instruments 991001 ph meter,,,,,,,,,,,,,1.00014803849,CTD,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_211028_micro_2,EMOBON-211028-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-10-28 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-10-28,BPNS_So_211028,Sander Delacauw,0000-0002-5400-2891,ebb_tide,18.66,2,,,,,,,Van Veen Grab,SoSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,False,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00141,BPNS,,,14.097,CTD,,,33.855,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,7.0,Hanna Instruments 991001 ph meter,,,,,,,,,,,,,1.00014803849,CTD,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_211223_micro_1,EMOBON-211223-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-12-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-12-23,BPNS_So_211223,Rune Lagaisse,0000-0001-9191-9140,ebb_tide,21.2,1,,,,,,,Van Veen Grab,SoSOP3,Problem with underway data,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,False,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00142,BPNS,,,,,,,,CTD broke and sea surface salinity could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft_sediment
EMOBON_BPNS_So_211223_micro_2,"EMOBON-211223-BPNS-So3-Micro-R2
",EMOBON metagenome sediment sample from station BPNS collected on 2021-12-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-12-23,BPNS_So_211223,Rune Lagaisse,0000-0001-9191-9140,ebb_tide,21.2,2,,,,,,,Van Veen Grab,SoSOP3,Problem with underway data,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,False,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00143,BPNS,,,,CTD,,,,CTD broke and sea surface salinity could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,soft_sediment
